"Quadrant","RecordID","SightDate","Year","Month","Time","Location","FishArea","Species","Comments","Channel","Source","Harrassment","OCstranding","SJCstranding","FieldIvest","Hydrophone","StrandReport","Alive.Dead","Count","Reliable_Source","Record_Type","Season","Group_size","Arc_Lat","Arc_Long","lat_all","long_all","mean_long","mean_lat"
195,75379,"5/30/91",1991,5,"8:00",4359,"7","Harbor porpoise",NA,"Hotline","Reliable",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",12,"Trained_Observer","Sighting","Spring","10-25",NA,NA,48.70369775,-122.936632,-122.936632,48.70369775
195,75359,"7/16/80",1980,7,"12:00",4359,"7","harbor porpoise",NA,"Hotline","Public",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",12,"Public","Sighting","Summer","10-25",NA,NA,48.70369775,-122.936632,-122.936632,48.70369775
195,74623,"11/3/79",1979,11,"12:00",4177,"7","harbor porpoise",NA,"Hotline","Public",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",6,"Public","Sighting","Fall","5-10",NA,NA,48.70369775,-122.936632,-122.936632,48.70369775
195,5069,"7/28/03",2003,7,NA,4091,"7","Harbor Porpoise","Dead neonate on beach. JKG collected for necropsy.","Hotline","Public",FALSE,FALSE,TRUE,FALSE,FALSE,"2003-SJ038","Dead",1,"Public","Stranding","Summer","1-5",NA,NA,48.70369775,-122.936632,-122.936632,48.70369775
196,76861,"5/16/83",1983,5,"16:40",4942,"7","Harbor porpoise",NA,"HDB","Researcher",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",2,"Public","Sighting","Spring","1-5",48.722,-122.836,48.722,-122.836,-122.836,48.722
197,81034,"6/26/91",1991,6,"15:24",6637,"7","Harbor porpoise",NA,"HDB","Researcher",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",2,"Public","Sighting","Summer","1-5",48.714,-122.77,48.714,-122.77,-122.77,48.714
199,73110,"5/29/89",1989,5,"11:15",3445,"7","Harbor porpoise",NA,"Hotline","Public",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",2,"Public","Sighting","Spring","1-5",NA,NA,48.6605,-122.6611,-122.6611,48.6605
199,73114,"6/24/91",1991,6,"12:15",3445,"7","Harbor porpoise",NA,"Hotline","Public",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",2,"Public","Sighting","Summer","1-5",NA,NA,48.6605,-122.6611,-122.6611,48.6605
199,50345,"11/1/12",2012,11,NA,3445,"7","Harbor Porpoise","By-catch male - WDFW (Deb Sharpe) on-board as observer and called the hotline.  She was not allowed to touch carcass b/c of health concerns.","Hotline","Reliable",FALSE,FALSE,TRUE,TRUE,FALSE,"2012-SJ073","Dead",1,"Trained_Observer","Stranding","Fall","1-5",NA,NA,48.6605,-122.6611,-122.6611,48.6605
200,43212,"9/4/11",2011,9,"14:00",3438,"7","Harbor Porpoise","Dead adult on beach; passed on to WCMMSN","Hotline","Public",FALSE,TRUE,FALSE,FALSE,FALSE,"NR","Dead",1,"Public","Stranding","Fall","1-5",48.709,-122.655,48.709,-122.655,-122.655,48.709
205,17632,"7/9/09",2009,7,"11:00",1922,"7","Harbor Porpoise",NA,"Orca Network","Reliable",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",NA,"Trained_Observer","Sighting","Summer",NA,48.647,-122.572,48.647,-122.572,-122.572,48.647
206,77550,"7/29/78",1978,7,"18:25",7203,"7","Harbor porpoise",NA,"Hotline","Public",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",2,"Public","Sighting","Summer","1-5",48.615,-122.487,48.615,-122.487,-122.487,48.615
208,42484,"7/26/11",2011,7,"8:30",5731,"7","Harbor Porpoise","Supposed live neonate on beach; pictures confirmed species.  Caller said it was distressed and trying to get back into the water.  Disappeared when tide came up.","Hotline","Public",FALSE,TRUE,FALSE,FALSE,FALSE,"NR","Alive",1,"Public","Stranding","Summer","1-5",NA,NA,48.609893,-122.674979,-122.674979,48.609893
208,34047,"7/29/09",2009,7,"13:00",5731,"7","Harbor Porpoise",NA,"other","MysticSea",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",NA,"Public","Sighting","Summer",NA,NA,NA,48.609893,-122.674979,-122.674979,48.609893
208,17633,"7/9/09",2009,7,"11:45",7057,"7","Harbor Porpoise",NA,"Orca Network","Reliable",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",3,"Trained_Observer","Sighting","Summer","1-5",NA,NA,48.609893,-122.674979,-122.674979,48.609893
209,83198,"5/26/12",2012,5,NA,7309,"7","Harbor Porpoise","2 groups, PM sighting","Other","WW-WP",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",4,"Public","Sighting","Spring","1-5",NA,NA,48.635152,-122.757129666667,-122.757129666667,48.635152
209,17660,"7/12/09",2009,7,"17:30",6288,"7","Harbor Porpoise",NA,"Orca Network","Reliable",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",3,"Trained_Observer","Sighting","Summer","1-5",NA,NA,48.6288,-122.757129666667,-122.757129666667,48.635152
209,301,"8/19/97",1997,8,"17:20",4218,"7","Harbor Porpoise","1 single adult, one calf and mother pair loosely hanging together",NA,"Reliable",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",3,"Trained_Observer","Sighting","Summer","1-5",NA,NA,48.635152,-122.757129666667,-122.757129666667,48.635152
209,12605,"8/28/07",2007,8,"18:23",1577,"7","Harbor Porpoise","Dead calf on beach; ALT response.  Couldn't get ahold of caller until the 30th but the calf was then picked up and put in the freezer.","Hotline","Public",FALSE,FALSE,TRUE,TRUE,FALSE,"2007-SJ081","Dead",1,"Public","Stranding","Summer","1-5",NA,NA,48.635556,-122.757129666667,-122.757129666667,48.635152
209,74767,"7/16/78",1978,7,"15:30",4218,"7","Harbor porpoise",NA,"Hotline","Public",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",3,"Public","Sighting","Summer","1-5",NA,NA,48.635152,-122.757129666667,-122.757129666667,48.635152
209,74775,"7/11/91",1991,7,"16:02",4218,"7","Harbor porpoise",NA,"HDB","Researcher",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",2,"Public","Sighting","Summer","1-5",NA,NA,48.635152,-122.757129666667,-122.757129666667,48.635152
209,74762,"5/6/76",1976,5,"16:08",4218,"7","Harbor porpoise",NA,"HDB","Researchers",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",4,"Public","Sighting","Spring","1-5",NA,NA,48.635152,-122.757129666667,-122.757129666667,48.635152
209,74769,"11/3/79",1979,11,"10:30",4218,"7","harbor porpoise",NA,"Hotline","Public",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",2,"Public","Sighting","Fall","1-5",NA,NA,48.635152,-122.757129666667,-122.757129666667,48.635152
209,74763,"6/7/76",1976,6,"16:07",4218,"7","Harbor porpoise",NA,"HDB","Researchers",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",2,"Public","Sighting","Summer","1-5",NA,NA,48.635152,-122.757129666667,-122.757129666667,48.635152
209,74761,"4/3/76",1976,4,"10:15",4218,"7","Harbor porpoise",NA,"HDB","Researchers",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",7,"Public","Sighting","Spring","5-10",NA,NA,48.635152,-122.757129666667,-122.757129666667,48.635152
209,35264,"3/3/10",2010,3,NA,1577,"7","Harbor Porpoise","Dead; ALT response.  Becky H. went and picked it up, Joe brought it over to FHL and they did a fresh necropsy on 3/4/10.","Hotline","Public",FALSE,FALSE,TRUE,TRUE,FALSE,"2010-SJ005","Dead",1,"Public","Stranding","Spring","1-5",NA,NA,48.6411,-122.757129666667,-122.757129666667,48.635152
210,64684,"6/2/78",1978,6,"15:00",599,"7","Harbor porpoise",NA,"Hotline","Public",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",2,"Public","Sighting","Summer","1-5",48.592,-122.772,48.592,-122.772,-122.772,48.592
211,68811,"5/22/93",1993,5,"11:00",2479,"7","harbor porpoise",NA,"HDB","Researcher",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",2,"Public","Sighting","Spring","1-5",48.585,-122.677,48.585,-122.677,-122.677,48.585
211,88515,"8/22/14",2014,8,"8:47",2479,"7","Harbor Porpoise","live stranded calf. Thought to have been taken hostage, but it was a miscommunication. Passed on to Orca Network","Hotline","Reliable",FALSE,TRUE,TRUE,FALSE,FALSE,"NR","Alive",1,"Trained_Observer","Stranding","Summer","1-5",48.585,-122.677,48.585,-122.677,-122.677,48.585
212,327,"9/11/97",1997,9,"18:30",906,"7","Harbor Porpoise",NA,NA,"Public",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",1,"Public","Sighting","Fall","1-5",48.546,-122.544,48.546,-122.544,-122.544,48.546
213,37089,"8/2/10",2010,8,"15:00",546,"7","Harbor Porpoise",NA,"Orca Network","Public",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",2,"Public","Sighting","Summer","1-5",48.496,-122.518,48.496,-122.518,-122.518,48.496
214,68812,"4/16/95",1995,4,"11:55",2481,"7","harbor porpoise","dead","Hotline","Public",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Dead",1,"Public","Stranding","Spring","1-5",48.535,-122.684,48.535,-122.684,-122.684,48.535
214,9620,"11/19/05",2005,11,NA,2481,"7","Harbor Porpoise","Dead on beach.  Pictures of carcass sent to TWM.","Email","Public",FALSE,FALSE,TRUE,TRUE,FALSE,"2005-SJ122","Dead",1,"Public","Stranding","Fall","1-5",48.535,-122.684,48.535,-122.684,-122.684,48.535
214,82001,"4/16/95",1995,4,"11:55",2481,"7","Harbor Porpoise","Dead","Hotline","Public",FALSE,FALSE,TRUE,FALSE,FALSE,NA,"Dead",1,"Public","Stranding","Spring","1-5",48.535,-122.684,48.535,-122.684,-122.684,48.535
214,41213,"4/23/11",2011,4,"17:40",203,"7","Harbor Porpoise",NA,"Orca Network","Reliable",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",NA,"Trained_Observer","Sighting","Spring",NA,48.535,-122.684,48.535,-122.684,-122.684,48.535
214,37087,"8/3/10",2010,8,"9:30",203,"7","Harbor Porpoise",NA,"Orca Network","Public",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",2,"Public","Sighting","Summer","1-5",48.535,-122.684,48.535,-122.684,-122.684,48.535
215,18462,"9/2/09",2009,9,"10:03",602,"7","Harbor Porpoise","Dead adult on beach by Armitage Island.  ALT response - collected for fresh necropsy.","Hotline","Public",FALSE,FALSE,TRUE,TRUE,FALSE,"2009-SJ074","Dead",1,"Public","Stranding","Fall","1-5",NA,NA,48.537522,-122.793503,-122.793503,48.537522
215,77370,"6/14/81",1981,6,"16:30",5172,"7","harbor porpoise",NA,"Hotline","Public",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",4,"Public","Sighting","Summer","1-5",NA,NA,48.537522,-122.793503,-122.793503,48.537522
215,69956,"9/13/89",1989,9,"15:15",2871,"7","Harbor porpoise",NA,"HDB","Researcher",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",2,"Public","Sighting","Fall","1-5",NA,NA,48.537522,-122.793503,-122.793503,48.537522
215,47061,"10/29/11",2011,10,"11:06",602,"7","Harbor Porpoise",NA,"Hotline","Public",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",NA,"Public","Sighting","Fall",NA,NA,NA,48.537522,-122.793503,-122.793503,48.537522
215,34102,"8/2/09",2009,8,"11:30",6238,"7","Harbor Porpoise",NA,"other","MysticSea",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",NA,"Public","Sighting","Summer",NA,NA,NA,48.537522,-122.793503,-122.793503,48.537522
215,33912,"7/16/09",2009,7,"11:45",5172,"7","Harbor Porpoise",NA,"other","MysticSea",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",NA,"Public","Sighting","Summer",NA,NA,NA,48.537522,-122.793503,-122.793503,48.537522
215,64715,"7/16/88",1988,7,"16:30",602,"7","Harbor porpoise",NA,"Hotline","Reliable",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",1,"Trained_Observer","Sighting","Summer","1-5",NA,NA,48.537522,-122.793503,-122.793503,48.537522
215,77367,"6/7/76",1976,6,"16:45",5172,"7","Harbor porpoise",NA,"HDB","Researchers",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",1,"Public","Sighting","Summer","1-5",NA,NA,48.537522,-122.793503,-122.793503,48.537522
218,64635,"5/19/78",1978,5,"12:40",541,"7","Harbor porpoise",NA,"Hotline","Public",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",1,"Public","Sighting","Spring","1-5",NA,NA,48.5,-122.79,-122.79,48.5
218,82800,"8/18/12",2012,8,NA,541,"7","Harbor Porpoise",NA,"Other","WW",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",4,"Public","Sighting","Summer","1-5",NA,NA,48.5,-122.79,-122.79,48.5
218,50534,"11/16/12",2012,11,"10:30",1437,"7","Harbor Porpoise","Headless, tailess, Pp floating.  Bad shape so left it.","Hotline","Reliable",FALSE,FALSE,TRUE,TRUE,FALSE,"2012-SJ074","Dead",1,"Trained_Observer","Stranding","Fall","1-5",NA,NA,48.5,-122.79,-122.79,48.5
218,64636,"7/1/78",1978,7,"15:00",541,"7","Harbor porpoise",NA,"Hotline","Public",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",4,"Public","Sighting","Summer","1-5",NA,NA,48.5,-122.79,-122.79,48.5
219,5594,"10/26/03",2003,10,NA,729,"7","Harbor Porpoise",NA,"Orca Net","Reliable",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",20,"Trained_Observer","Sighting","Fall","10-25",NA,NA,48.49255,-122.6806,-122.6806,48.49255
219,62025,"8/16/85",1985,8,"16:50",197,"7","Harbor porpoise",NA,"Hotline","Public",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",1,"Public","Sighting","Summer","1-5",NA,NA,48.49255,-122.6806,-122.6806,48.49255
219,62034,"5/2/95",1995,5,"19:10",197,"7","harbor porpoise",NA,"Hotline","Public",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",1,"Public","Sighting","Spring","1-5",NA,NA,48.49255,-122.6806,-122.6806,48.49255
219,81898,"5/14/95",1995,5,"16:30",729,"7","Harbor Porpoise",NA,"Hotline","Reliable",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",2,"Trained_Observer","Sighting","Spring","1-5",NA,NA,48.49255,-122.6806,-122.6806,48.49255
219,64992,"11/2/81",1981,11,"10:00",729,"7","harbor porpoise",NA,"Hotline","Public",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",NA,"Public","Sighting","Fall",NA,NA,NA,48.49255,-122.6806,-122.6806,48.49255
219,7960,"3/24/05",2005,3,NA,729,"7","Harbor Porpoise","Skyline near Burrow's Lighthouse; afternoon sighting, no specific time given; no count given","Orca Network","Reliable",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",NA,"Trained_Observer","Sighting","Spring",NA,NA,NA,48.49255,-122.6806,-122.6806,48.49255
219,68265,"6/1/89",1989,6,NA,2072,"7","Harbor porpoise","P.M. sightings","Hotline","Public",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",2,"Public","Sighting","Summer","1-5",NA,NA,48.49255,-122.6806,-122.6806,48.49255
219,11493,"2/22/07",2007,2,"14:15",729,"7","Harbor Porpoise","Feeding","Orca Network","Public",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",4,"Public","Sighting","Winter","1-5",NA,NA,48.49255,-122.6806,-122.6806,48.49255
219,35663,"5/17/10",2010,5,NA,5792,"7","Harbor Porpoise","Dead floater; Ed Fisher picked up and brought to FHL following day.  Necropsied on 5/18/10.","Other","Reliable",FALSE,FALSE,TRUE,TRUE,FALSE,"2010-SJ014","Dead",1,"Trained_Observer","Stranding","Spring","1-5",NA,NA,48.49255,-122.6806,-122.6806,48.49255
219,81940,"5/2/95",1995,5,"19:10",197,"7","Harbor Porpoise",NA,"Hotline","Reliable",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",1,"Trained_Observer","Sighting","Spring","1-5",NA,NA,48.49255,-122.6806,-122.6806,48.49255
219,4053,"11/24/02",2002,11,"13:30",2072,"7","Harbor Porpoise","Possible mother/calf pair feeding close to shore.","Email","Reliable",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",2,"Trained_Observer","Sighting","Fall","1-5",NA,NA,48.49255,-122.6806,-122.6806,48.49255
220,81306,"8/22/83",1983,8,"16:45",6852,"7","harbor porpoise",NA,"Hotline","Public",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",1,"Public","Sighting","Summer","1-5",48.458,-122.7,48.458,-122.7,-122.7,48.458
220,34143,"8/6/09",2009,8,"15:00",172,"7","Harbor Porpoise",NA,"other","MysticSea",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",NA,"Public","Sighting","Summer",NA,48.458,-122.7,48.458,-122.7,-122.7,48.458
220,33599,"6/10/09",2009,6,"12:00",172,"7","Harbor Porpoise",NA,"other","MysticSea",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",NA,"Public","Sighting","Summer",NA,48.458,-122.7,48.458,-122.7,-122.7,48.458
221,81121,"10/3/81",1981,10,"11:10",6682,"7","harbor porpoise",NA,"Hotline","Public",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",5,"Public","Sighting","Fall","5-10",48.457,-122.782,48.457,-122.782,-122.782,48.457
221,41734,"6/4/11",2011,6,"16:50",3378,"7","Harbor Porpoise","Feeding in amongst the puffins","Orca Network","Reliable",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",80,"Trained_Observer","Sighting","Summer","50-100",48.457,-122.782,48.457,-122.782,-122.782,48.457
222,8293,"4/23/05",2005,4,"17:00",1450,"6","Harbor Porpoise","Several groups of 3-4 feeding in tide rips","Orca Network","Reliable",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",NA,"Trained_Observer","Sighting","Spring",NA,48.413,-122.709,48.413,-122.709,-122.709,48.413
222,4864,"6/17/03",2003,6,NA,1450,"6","Harbor Porpoise","Afternoon","Orca Net","Reliable",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",15,"Trained_Observer","Sighting","Summer","10-25",48.413,-122.709,48.413,-122.709,-122.709,48.413
222,66180,"4/8/85",1985,4,"16:00",1450,"6","Harbor porpoise",NA,"Hotline","Reliable",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",2,"Trained_Observer","Sighting","Spring","1-5",48.413,-122.709,48.413,-122.709,-122.709,48.413
222,14057,"4/13/08",2008,4,"13:00",3230,"6","Harbor Porpoise","Feeding","Hotline","Public",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",4,"Public","Sighting","Spring","1-5",48.413,-122.709,48.413,-122.709,-122.709,48.413
222,4769,"5/20/03",2003,5,NA,1450,"6","Harbor Porpoise","Riding in stern wake of whale watch boat on evening cruise.","Orca Net","Reliable",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",200,"Trained_Observer","Sighting","Spring","100+",48.413,-122.709,48.413,-122.709,-122.709,48.413
223,33541,"5/29/09",2009,5,"11:30",5212,"7","Harbor Porpoise",NA,"other","MysticSea",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",NA,"Public","Sighting","Spring",NA,48.412,-122.776,48.412,-122.776,-122.776,48.412
224,11759,"4/13/07",2007,4,"10:00",2796,"7","Harbor Porpoise","Dead on beach; CW response - animal heavily scavenged by the time call came in on 4/16 but collected carcass anyway for necropsy on 4/18/07.","Hotline","Public",FALSE,FALSE,TRUE,TRUE,FALSE,"2007-SJ010","Dead",1,"Public","Stranding","Spring","1-5",NA,NA,48.418611,-122.834444,-122.834444,48.418611
224,87950,"5/13/14",2014,5,NA,2796,"7","Harbor Porpoise","1 head porpoise floating. Very fresh (still had eyes). 3-4 feet.","Hotline","Public",FALSE,FALSE,TRUE,FALSE,FALSE,"2014-SJ014","Dead",1,"Public","Stranding","Spring","1-5",NA,NA,48.418611,-122.834444,-122.834444,48.418611
224,34233,"8/11/09",2009,8,"12:00",1171,"7","Harbor Porpoise","Foraging","other","MysticSea",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",NA,"Public","Sighting","Summer",NA,NA,NA,48.418611,-122.834444,-122.834444,48.418611
224,9126,"8/17/05",2005,8,"20:00",6177,"7","Harbor Porpoise",NA,"Hotline","Public",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",2,"Public","Sighting","Summer","1-5",NA,NA,48.418611,-122.834444,-122.834444,48.418611
224,9123,"8/17/05",2005,8,"13:00",6177,"7","Harbor Porpoise",NA,"Hotline","Public",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",2,"Public","Sighting","Summer","1-5",NA,NA,48.418611,-122.834444,-122.834444,48.418611
224,17849,"7/1/09",2009,7,"18:15",115,"7","Harbor Porpoise",NA,"Hotline","Public",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",15,"Public","Sighting","Summer","10-25",NA,NA,48.418611,-122.834444,-122.834444,48.418611
224,4783,"5/25/03",2003,5,NA,2108,"7","Harbor Porpoise","Dead on beach. Scavenged by eagles. J. Knight has response.","Hotline","Public",FALSE,FALSE,TRUE,FALSE,FALSE,"2003-SJ020","Dead",1,"Public","Stranding","Spring","1-5",NA,NA,48.418611,-122.834444,-122.834444,48.418611
224,33594,"6/10/09",2009,6,"15:40",2796,"7","Harbor Porpoise",NA,"other","MysticSea",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",NA,"Public","Sighting","Summer",NA,NA,NA,48.418611,-122.834444,-122.834444,48.418611
224,7015,"8/25/04",2004,8,"18:20",2108,"7","Harbor Porpoise",NA,"Hotline","Reliable",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",5,"Trained_Observer","Sighting","Summer","5-10",NA,NA,48.418611,-122.834444,-122.834444,48.418611
224,2971,"2/3/02",2002,2,"16:00",2108,"7","Harbor Porpoise","Stranded - dead","Hotline","Public",FALSE,FALSE,TRUE,FALSE,FALSE,NA,"Dead",1,"Public","Stranding","Winter","1-5",NA,NA,48.418611,-122.834444,-122.834444,48.418611
224,33537,"5/29/09",2009,5,"15:00",1171,"7","Harbor Porpoise",NA,"other","MysticSea",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",NA,"Public","Sighting","Spring",NA,NA,NA,48.418611,-122.834444,-122.834444,48.418611
224,81897,"5/14/95",1995,5,"15:00",1171,"7","Harbor Porpoise",NA,"Hotline","Reliable",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",10,"Trained_Observer","Sighting","Spring","10-25",NA,NA,48.418611,-122.834444,-122.834444,48.418611
224,17029,"5/22/09",2009,5,NA,1171,"7","Harbor Porpoise",NA,"Orca Network","Reliable",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",20,"Trained_Observer","Sighting","Spring","10-25",NA,NA,48.418611,-122.834444,-122.834444,48.418611
224,87952,"5/25/14",2014,5,NA,115,"7","Harbor Porpoise","3-4 feet. Distinctive yellowish cast on ventral side","Hotline","Public",FALSE,FALSE,TRUE,FALSE,FALSE,"2014-SJ013","Dead",1,"Public","Stranding","Spring","1-5",NA,NA,48.418611,-122.834444,-122.834444,48.418611
224,34157,"8/6/09",2009,8,"12:30",1171,"7","Harbor Porpoise",NA,"other","MysticSea",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",NA,"Public","Sighting","Summer",NA,NA,NA,48.418611,-122.834444,-122.834444,48.418611
225,73502,"7/16/84",1984,7,"8:40",3612,"7","Harbor porpoise",NA,"HDB","Researcher",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",1,"Public","Sighting","Summer","1-5",48.415,-122.908,48.415,-122.908,-122.908,48.415
225,82811,"9/17/12",2012,9,NA,3612,"7","Harbor Porpoise","PM sighting","Other","WW",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",NA,"Public","Sighting","Fall",NA,48.415,-122.908,48.415,-122.908,-122.908,48.415
225,37159,"8/13/10",2010,8,"19:45",2807,"7","Harbor Porpoise","One of them breached!","Orca Network","Reliable",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",NA,"Trained_Observer","Sighting","Summer",NA,48.415,-122.908,48.415,-122.908,-122.908,48.415
225,69875,"5/29/78",1978,5,"15:30",2807,"7","Harbor porpoise",NA,"Hotline","Public",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",2,"Public","Sighting","Spring","1-5",48.415,-122.908,48.415,-122.908,-122.908,48.415
227,73598,"8/17/88",1988,8,"15:15",3654,"7","Harbor porpoise",NA,"HDB","WW-WP",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",2,"Public","Sighting","Summer","1-5",48.409,-123.036,48.409,-123.036,-123.036,48.409
227,73570,"9/18/82",1982,9,"14:57",3654,"7","harbor porpoise",NA,"Hotline","Public",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",10,"Public","Sighting","Fall","10-25",48.409,-123.036,48.409,-123.036,-123.036,48.409
227,73629,"10/10/92",1992,10,"17:00",3654,"7","harbor porpoise",NA,"HDB","Researcher",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",4,"Public","Sighting","Fall","1-5",48.409,-123.036,48.409,-123.036,-123.036,48.409
227,73561,"5/29/78",1978,5,"13:00",3654,"7","Harbor porpoise",NA,"Hotline","Public",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",3,"Public","Sighting","Spring","1-5",48.409,-123.036,48.409,-123.036,-123.036,48.409
227,73554,"9/20/76",1976,9,"12:45",3654,"7","Harbor porpoise",NA,"HDB","Researchers",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",2,"Public","Sighting","Fall","1-5",48.409,-123.036,48.409,-123.036,-123.036,48.409
227,73608,"9/23/89",1989,9,"14:45",3654,"7","Harbor porpoise",NA,"HDB","WW-WP",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",6,"Public","Sighting","Fall","5-10",48.409,-123.036,48.409,-123.036,-123.036,48.409
227,73581,"8/14/84",1984,8,"14:26",3654,"7","Harbor porpoise",NA,"HDB","Researcher",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",3,"Public","Sighting","Summer","1-5",48.409,-123.036,48.409,-123.036,-123.036,48.409
227,73555,"10/5/76",1976,10,"12:45",3654,"7","Harbor porpoise",NA,"HDB","Researchers",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",2,"Public","Sighting","Fall","1-5",48.409,-123.036,48.409,-123.036,-123.036,48.409
228,76381,"5/4/89",1989,5,"19:25",1709,"7","Harbor porpoise",NA,"HDB","Researcher",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",1,"Public","Sighting","Spring","1-5",48.411,-123.102,48.411,-123.102,-123.102,48.411
229,76410,"8/15/89",1989,8,"14:00",7116,"19C","Harbor porpoise",NA,"HDB","Researcher",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",3,"Public","Sighting","Summer","1-5",48.415,-123.16,48.415,-123.16,-123.16,48.415
229,76407,"7/18/89",1989,7,"14:15",7116,"19C","Harbor porpoise",NA,"HDB","Researcher",FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Alive",2,"Public","Sighting","Summer","1-5",48.415,-123.16,48.415,-123.16,-123.16,48.415
